trial,item1,item2,item3,casemarker1,casemarker2,casemarker3,final,condition,audio_sequence,image_sequence
3,nellby,chelad,sumbark,makkot,fisslin,bimdah,nellby makkot chelad fisslin sumbark bimdah,isolated-left,"['nellby.wav', 'makkot.wav', 'chelad.wav', 'fisslin.wav', 'sumbark.wav', 'bimdah.wav']","['Picture5.png', 'Picture8.png', 'Picture7.png']"
4,rakken,haagle,pakrid,makkot,bimdah,fisslin,rakken makkot haagle bimdah pakrid fisslin,isolated-left,"['rakken.wav', 'makkot.wav', 'haagle.wav', 'bimdah.wav', 'pakrid.wav', 'fisslin.wav']","['Picture3.png', 'Picture9.png', 'Picture1.png']"
5,chelad,barget,nellby,makkot,fisslin,bimdah,chelad makkot barget fisslin nellby bimdah,isolated-left,"['chelad.wav', 'makkot.wav', 'barget.wav', 'fisslin.wav', 'nellby.wav', 'bimdah.wav']","['Picture8.png', 'Picture4.png', 'Picture5.png']"
6,chelad,dingep,nellby,makkot,fisslin,bimdah,chelad makkot dingep fisslin nellby bimdah,isolated-left,"['chelad.wav', 'makkot.wav', 'dingep.wav', 'fisslin.wav', 'nellby.wav', 'bimdah.wav']","['Picture8.png', 'Picture10.png', 'Picture5.png']"
7,sumbark,nellby,limeber,makkot,fisslin,bimdah,sumbark makkot nellby fisslin limeber bimdah,isolated-left,"['sumbark.wav', 'makkot.wav', 'nellby.wav', 'fisslin.wav', 'limeber.wav', 'bimdah.wav']","['Picture7.png', 'Picture5.png', 'Picture6.png']"
8,chelad,haagle,dingep,makkot,bimdah,fisslin,chelad makkot haagle bimdah dingep fisslin,isolated-left,"['chelad.wav', 'makkot.wav', 'haagle.wav', 'bimdah.wav', 'dingep.wav', 'fisslin.wav']","['Picture8.png', 'Picture9.png', 'Picture10.png']"
9,chelad,barget,goorshell,makkot,fisslin,bimdah,chelad makkot barget fisslin goorshell bimdah,isolated-left,"['chelad.wav', 'makkot.wav', 'barget.wav', 'fisslin.wav', 'goorshell.wav', 'bimdah.wav']","['Picture8.png', 'Picture4.png', 'Picture2.png']"
10,sumbark,nellby,chelad,makkot,bimdah,fisslin,sumbark makkot nellby bimdah chelad fisslin,isolated-left,"['sumbark.wav', 'makkot.wav', 'nellby.wav', 'bimdah.wav', 'chelad.wav', 'fisslin.wav']","['Picture7.png', 'Picture5.png', 'Picture8.png']"
11,chelad,limeber,haagle,makkot,fisslin,bimdah,chelad makkot limeber fisslin haagle bimdah,isolated-left,"['chelad.wav', 'makkot.wav', 'limeber.wav', 'fisslin.wav', 'haagle.wav', 'bimdah.wav']","['Picture8.png', 'Picture6.png', 'Picture9.png']"
12,rakken,limeber,barget,makkot,fisslin,bimdah,rakken makkot limeber fisslin barget bimdah,isolated-left,"['rakken.wav', 'makkot.wav', 'limeber.wav', 'fisslin.wav', 'barget.wav', 'bimdah.wav']","['Picture3.png', 'Picture6.png', 'Picture4.png']"
13,dingep,sumbark,chelad,makkot,bimdah,fisslin,dingep makkot sumbark bimdah chelad fisslin,isolated-left,"['dingep.wav', 'makkot.wav', 'sumbark.wav', 'bimdah.wav', 'chelad.wav', 'fisslin.wav']","['Picture10.png', 'Picture7.png', 'Picture8.png']"
14,limeber,chelad,goorshell,makkot,bimdah,fisslin,limeber makkot chelad bimdah goorshell fisslin,isolated-left,"['limeber.wav', 'makkot.wav', 'chelad.wav', 'bimdah.wav', 'goorshell.wav', 'fisslin.wav']","['Picture6.png', 'Picture8.png', 'Picture2.png']"
15,nellby,chelad,pakrid,makkot,bimdah,fisslin,nellby makkot chelad bimdah pakrid fisslin,isolated-left,"['nellby.wav', 'makkot.wav', 'chelad.wav', 'bimdah.wav', 'pakrid.wav', 'fisslin.wav']","['Picture5.png', 'Picture8.png', 'Picture1.png']"
16,limeber,rakken,sumbark,makkot,bimdah,fisslin,limeber makkot rakken bimdah sumbark fisslin,isolated-left,"['limeber.wav', 'makkot.wav', 'rakken.wav', 'bimdah.wav', 'sumbark.wav', 'fisslin.wav']","['Picture6.png', 'Picture3.png', 'Picture7.png']"
17,sumbark,barget,pakrid,makkot,fisslin,bimdah,sumbark makkot barget fisslin pakrid bimdah,isolated-left,"['sumbark.wav', 'makkot.wav', 'barget.wav', 'fisslin.wav', 'pakrid.wav', 'bimdah.wav']","['Picture7.png', 'Picture4.png', 'Picture1.png']"
18,sumbark,nellby,barget,makkot,fisslin,bimdah,sumbark makkot nellby fisslin barget bimdah,isolated-left,"['sumbark.wav', 'makkot.wav', 'nellby.wav', 'fisslin.wav', 'barget.wav', 'bimdah.wav']","['Picture7.png', 'Picture5.png', 'Picture4.png']"
19,pakrid,barget,haagle,makkot,bimdah,fisslin,pakrid makkot barget bimdah haagle fisslin,isolated-left,"['pakrid.wav', 'makkot.wav', 'barget.wav', 'bimdah.wav', 'haagle.wav', 'fisslin.wav']","['Picture1.png', 'Picture4.png', 'Picture9.png']"
20,rakken,haagle,goorshell,makkot,bimdah,fisslin,rakken makkot haagle bimdah goorshell fisslin,isolated-left,"['rakken.wav', 'makkot.wav', 'haagle.wav', 'bimdah.wav', 'goorshell.wav', 'fisslin.wav']","['Picture3.png', 'Picture9.png', 'Picture2.png']"
1,chelad,sumbark,limeber,bimdah,fisslin,makkot,chelad bimdah sumbark fisslin limeber makkot,isolated-center,"['chelad.wav', 'bimdah.wav', 'sumbark.wav', 'fisslin.wav', 'limeber.wav', 'makkot.wav']","['Picture8.png', 'Picture7.png', 'Picture6.png']"
2,barget,dingep,nellby,bimdah,fisslin,makkot,barget bimdah dingep fisslin nellby makkot,isolated-center,"['barget.wav', 'bimdah.wav', 'dingep.wav', 'fisslin.wav', 'nellby.wav', 'makkot.wav']","['Picture4.png', 'Picture10.png', 'Picture5.png']"
3,nellby,chelad,sumbark,makkot,fisslin,bimdah,nellby makkot chelad fisslin sumbark bimdah,isolated-center,"['nellby.wav', 'makkot.wav', 'chelad.wav', 'fisslin.wav', 'sumbark.wav', 'bimdah.wav']","['Picture5.png', 'Picture8.png', 'Picture7.png']"
4,rakken,haagle,pakrid,makkot,fisslin,bimdah,rakken makkot haagle fisslin pakrid bimdah,isolated-center,"['rakken.wav', 'makkot.wav', 'haagle.wav', 'fisslin.wav', 'pakrid.wav', 'bimdah.wav']","['Picture3.png', 'Picture9.png', 'Picture1.png']"
5,chelad,barget,nellby,bimdah,fisslin,makkot,chelad bimdah barget fisslin nellby makkot,isolated-center,"['chelad.wav', 'bimdah.wav', 'barget.wav', 'fisslin.wav', 'nellby.wav', 'makkot.wav']","['Picture8.png', 'Picture4.png', 'Picture5.png']"
6,chelad,dingep,nellby,bimdah,fisslin,makkot,chelad bimdah dingep fisslin nellby makkot,isolated-center,"['chelad.wav', 'bimdah.wav', 'dingep.wav', 'fisslin.wav', 'nellby.wav', 'makkot.wav']","['Picture8.png', 'Picture10.png', 'Picture5.png']"
7,sumbark,nellby,limeber,makkot,fisslin,bimdah,sumbark makkot nellby fisslin limeber bimdah,isolated-center,"['sumbark.wav', 'makkot.wav', 'nellby.wav', 'fisslin.wav', 'limeber.wav', 'bimdah.wav']","['Picture7.png', 'Picture5.png', 'Picture6.png']"
8,chelad,haagle,dingep,makkot,fisslin,bimdah,chelad makkot haagle fisslin dingep bimdah,isolated-center,"['chelad.wav', 'makkot.wav', 'haagle.wav', 'fisslin.wav', 'dingep.wav', 'bimdah.wav']","['Picture8.png', 'Picture9.png', 'Picture10.png']"
9,chelad,barget,goorshell,makkot,fisslin,bimdah,chelad makkot barget fisslin goorshell bimdah,isolated-center,"['chelad.wav', 'makkot.wav', 'barget.wav', 'fisslin.wav', 'goorshell.wav', 'bimdah.wav']","['Picture8.png', 'Picture4.png', 'Picture2.png']"
10,sumbark,nellby,chelad,bimdah,fisslin,makkot,sumbark bimdah nellby fisslin chelad makkot,isolated-center,"['sumbark.wav', 'bimdah.wav', 'nellby.wav', 'fisslin.wav', 'chelad.wav', 'makkot.wav']","['Picture7.png', 'Picture5.png', 'Picture8.png']"
11,chelad,limeber,haagle,bimdah,fisslin,makkot,chelad bimdah limeber fisslin haagle makkot,isolated-center,"['chelad.wav', 'bimdah.wav', 'limeber.wav', 'fisslin.wav', 'haagle.wav', 'makkot.wav']","['Picture8.png', 'Picture6.png', 'Picture9.png']"
12,rakken,limeber,barget,bimdah,fisslin,makkot,rakken bimdah limeber fisslin barget makkot,isolated-center,"['rakken.wav', 'bimdah.wav', 'limeber.wav', 'fisslin.wav', 'barget.wav', 'makkot.wav']","['Picture3.png', 'Picture6.png', 'Picture4.png']"
13,dingep,sumbark,chelad,makkot,fisslin,bimdah,dingep makkot sumbark fisslin chelad bimdah,isolated-center,"['dingep.wav', 'makkot.wav', 'sumbark.wav', 'fisslin.wav', 'chelad.wav', 'bimdah.wav']","['Picture10.png', 'Picture7.png', 'Picture8.png']"
14,limeber,chelad,goorshell,bimdah,fisslin,makkot,limeber bimdah chelad fisslin goorshell makkot,isolated-center,"['limeber.wav', 'bimdah.wav', 'chelad.wav', 'fisslin.wav', 'goorshell.wav', 'makkot.wav']","['Picture6.png', 'Picture8.png', 'Picture2.png']"
15,nellby,chelad,pakrid,makkot,fisslin,bimdah,nellby makkot chelad fisslin pakrid bimdah,isolated-center,"['nellby.wav', 'makkot.wav', 'chelad.wav', 'fisslin.wav', 'pakrid.wav', 'bimdah.wav']","['Picture5.png', 'Picture8.png', 'Picture1.png']"
16,limeber,rakken,sumbark,bimdah,fisslin,makkot,limeber bimdah rakken fisslin sumbark makkot,isolated-center,"['limeber.wav', 'bimdah.wav', 'rakken.wav', 'fisslin.wav', 'sumbark.wav', 'makkot.wav']","['Picture6.png', 'Picture3.png', 'Picture7.png']"
17,sumbark,barget,pakrid,makkot,fisslin,bimdah,sumbark makkot barget fisslin pakrid bimdah,isolated-center,"['sumbark.wav', 'makkot.wav', 'barget.wav', 'fisslin.wav', 'pakrid.wav', 'bimdah.wav']","['Picture7.png', 'Picture4.png', 'Picture1.png']"
18,sumbark,nellby,barget,bimdah,fisslin,makkot,sumbark bimdah nellby fisslin barget makkot,isolated-center,"['sumbark.wav', 'bimdah.wav', 'nellby.wav', 'fisslin.wav', 'barget.wav', 'makkot.wav']","['Picture7.png', 'Picture5.png', 'Picture4.png']"
19,pakrid,barget,haagle,makkot,fisslin,bimdah,pakrid makkot barget fisslin haagle bimdah,isolated-center,"['pakrid.wav', 'makkot.wav', 'barget.wav', 'fisslin.wav', 'haagle.wav', 'bimdah.wav']","['Picture1.png', 'Picture4.png', 'Picture9.png']"
20,rakken,haagle,goorshell,makkot,fisslin,bimdah,rakken makkot haagle fisslin goorshell bimdah,isolated-center,"['rakken.wav', 'makkot.wav', 'haagle.wav', 'fisslin.wav', 'goorshell.wav', 'bimdah.wav']","['Picture3.png', 'Picture9.png', 'Picture2.png']"
1,chelad,sumbark,limeber,makkot,fisslin,bimdah,chelad makkot sumbark fisslin limeber bimdah,isolated-right,"['chelad.wav', 'makkot.wav', 'sumbark.wav', 'fisslin.wav', 'limeber.wav', 'bimdah.wav']","['Picture8.png', 'Picture7.png', 'Picture6.png']"
2,barget,dingep,nellby,makkot,fisslin,bimdah,barget makkot dingep fisslin nellby bimdah,isolated-right,"['barget.wav', 'makkot.wav', 'dingep.wav', 'fisslin.wav', 'nellby.wav', 'bimdah.wav']","['Picture4.png', 'Picture10.png', 'Picture5.png']"
3,nellby,chelad,sumbark,makkot,fisslin,bimdah,nellby makkot chelad fisslin sumbark bimdah,isolated-right,"['nellby.wav', 'makkot.wav', 'chelad.wav', 'fisslin.wav', 'sumbark.wav', 'bimdah.wav']","['Picture5.png', 'Picture8.png', 'Picture7.png']"
4,rakken,haagle,pakrid,fisslin,makkot,bimdah,rakken fisslin haagle makkot pakrid bimdah,isolated-right,"['rakken.wav', 'fisslin.wav', 'haagle.wav', 'makkot.wav', 'pakrid.wav', 'bimdah.wav']","['Picture3.png', 'Picture9.png', 'Picture1.png']"
5,chelad,barget,nellby,makkot,fisslin,bimdah,chelad makkot barget fisslin nellby bimdah,isolated-right,"['chelad.wav', 'makkot.wav', 'barget.wav', 'fisslin.wav', 'nellby.wav', 'bimdah.wav']","['Picture8.png', 'Picture4.png', 'Picture5.png']"
6,chelad,dingep,nellby,makkot,fisslin,bimdah,chelad makkot dingep fisslin nellby bimdah,isolated-right,"['chelad.wav', 'makkot.wav', 'dingep.wav', 'fisslin.wav', 'nellby.wav', 'bimdah.wav']","['Picture8.png', 'Picture10.png', 'Picture5.png']"
7,sumbark,nellby,limeber,makkot,fisslin,bimdah,sumbark makkot nellby fisslin limeber bimdah,isolated-right,"['sumbark.wav', 'makkot.wav', 'nellby.wav', 'fisslin.wav', 'limeber.wav', 'bimdah.wav']","['Picture7.png', 'Picture5.png', 'Picture6.png']"
8,chelad,haagle,dingep,makkot,fisslin,bimdah,chelad makkot haagle fisslin dingep bimdah,isolated-right,"['chelad.wav', 'makkot.wav', 'haagle.wav', 'fisslin.wav', 'dingep.wav', 'bimdah.wav']","['Picture8.png', 'Picture9.png', 'Picture10.png']"
9,chelad,barget,goorshell,fisslin,makkot,bimdah,chelad fisslin barget makkot goorshell bimdah,isolated-right,"['chelad.wav', 'fisslin.wav', 'barget.wav', 'makkot.wav', 'goorshell.wav', 'bimdah.wav']","['Picture8.png', 'Picture4.png', 'Picture2.png']"
10,sumbark,nellby,chelad,fisslin,makkot,bimdah,sumbark fisslin nellby makkot chelad bimdah,isolated-right,"['sumbark.wav', 'fisslin.wav', 'nellby.wav', 'makkot.wav', 'chelad.wav', 'bimdah.wav']","['Picture7.png', 'Picture5.png', 'Picture8.png']"
11,chelad,limeber,haagle,fisslin,makkot,bimdah,chelad fisslin limeber makkot haagle bimdah,isolated-right,"['chelad.wav', 'fisslin.wav', 'limeber.wav', 'makkot.wav', 'haagle.wav', 'bimdah.wav']","['Picture8.png', 'Picture6.png', 'Picture9.png']"
12,rakken,limeber,barget,fisslin,makkot,bimdah,rakken fisslin limeber makkot barget bimdah,isolated-right,"['rakken.wav', 'fisslin.wav', 'limeber.wav', 'makkot.wav', 'barget.wav', 'bimdah.wav']","['Picture3.png', 'Picture6.png', 'Picture4.png']"
13,dingep,sumbark,chelad,fisslin,makkot,bimdah,dingep fisslin sumbark makkot chelad bimdah,isolated-right,"['dingep.wav', 'fisslin.wav', 'sumbark.wav', 'makkot.wav', 'chelad.wav', 'bimdah.wav']","['Picture10.png', 'Picture7.png', 'Picture8.png']"
14,limeber,chelad,goorshell,makkot,fisslin,bimdah,limeber makkot chelad fisslin goorshell bimdah,isolated-right,"['limeber.wav', 'makkot.wav', 'chelad.wav', 'fisslin.wav', 'goorshell.wav', 'bimdah.wav']","['Picture6.png', 'Picture8.png', 'Picture2.png']"
15,nellby,chelad,pakrid,fisslin,makkot,bimdah,nellby fisslin chelad makkot pakrid bimdah,isolated-right,"['nellby.wav', 'fisslin.wav', 'chelad.wav', 'makkot.wav', 'pakrid.wav', 'bimdah.wav']","['Picture5.png', 'Picture8.png', 'Picture1.png']"
16,limeber,rakken,sumbark,fisslin,makkot,bimdah,limeber fisslin rakken makkot sumbark bimdah,isolated-right,"['limeber.wav', 'fisslin.wav', 'rakken.wav', 'makkot.wav', 'sumbark.wav', 'bimdah.wav']","['Picture6.png', 'Picture3.png', 'Picture7.png']"
17,sumbark,barget,pakrid,makkot,fisslin,bimdah,sumbark makkot barget fisslin pakrid bimdah,isolated-right,"['sumbark.wav', 'makkot.wav', 'barget.wav', 'fisslin.wav', 'pakrid.wav', 'bimdah.wav']","['Picture7.png', 'Picture4.png', 'Picture1.png']"
18,sumbark,nellby,barget,makkot,fisslin,bimdah,sumbark makkot nellby fisslin barget bimdah,isolated-right,"['sumbark.wav', 'makkot.wav', 'nellby.wav', 'fisslin.wav', 'barget.wav', 'bimdah.wav']","['Picture7.png', 'Picture5.png', 'Picture4.png']"
19,pakrid,barget,haagle,fisslin,makkot,bimdah,pakrid fisslin barget makkot haagle bimdah,isolated-right,"['pakrid.wav', 'fisslin.wav', 'barget.wav', 'makkot.wav', 'haagle.wav', 'bimdah.wav']","['Picture1.png', 'Picture4.png', 'Picture9.png']"
20,rakken,haagle,goorshell,fisslin,makkot,bimdah,rakken fisslin haagle makkot goorshell bimdah,isolated-right,"['rakken.wav', 'fisslin.wav', 'haagle.wav', 'makkot.wav', 'goorshell.wav', 'bimdah.wav']","['Picture3.png', 'Picture9.png', 'Picture2.png']"
1,pakrid,goorshell,limeber,makkot,bimdah,sumbark,pakrid makkot goorshell bimdah limeber sumbark,correlated,"['pakrid.wav', 'makkot.wav', 'goorshell.wav', 'bimdah.wav', 'limeber.wav', 'sumbark.wav']","['Picture9.png', 'Picture7.png', 'Picture3.png']"
2,barget,pakrid,nellby,makkot,bimdah,sumbark,barget makkot pakrid bimdah nellby sumbark,correlated,"['barget.wav', 'makkot.wav', 'pakrid.wav', 'bimdah.wav', 'nellby.wav', 'sumbark.wav']","['Picture2.png', 'Picture9.png', 'Picture10.png']"
3,rakken,pakrid,fisslin,makkot,bimdah,sumbark,rakken makkot pakrid bimdah fisslin sumbark,correlated,"['rakken.wav', 'makkot.wav', 'pakrid.wav', 'bimdah.wav', 'fisslin.wav', 'sumbark.wav']","['Picture1.png', 'Picture9.png', 'Picture4.png']"
4,nellby,fisslin,rakken,makkot,bimdah,sumbark,nellby makkot fisslin bimdah rakken sumbark,correlated,"['nellby.wav', 'makkot.wav', 'fisslin.wav', 'bimdah.wav', 'rakken.wav', 'sumbark.wav']","['Picture10.png', 'Picture4.png', 'Picture1.png']"
5,goorshell,fisslin,barget,makkot,bimdah,sumbark,goorshell makkot fisslin bimdah barget sumbark,correlated,"['goorshell.wav', 'makkot.wav', 'fisslin.wav', 'bimdah.wav', 'barget.wav', 'sumbark.wav']","['Picture7.png', 'Picture4.png', 'Picture2.png']"
6,rakken,barget,limeber,makkot,bimdah,sumbark,rakken makkot barget bimdah limeber sumbark,correlated,"['rakken.wav', 'makkot.wav', 'barget.wav', 'bimdah.wav', 'limeber.wav', 'sumbark.wav']","['Picture1.png', 'Picture2.png', 'Picture3.png']"
7,chelad,jeelow,goorshell,makkot,bimdah,sumbark,chelad makkot jeelow bimdah goorshell sumbark,correlated,"['chelad.wav', 'makkot.wav', 'jeelow.wav', 'bimdah.wav', 'goorshell.wav', 'sumbark.wav']","['Picture6.png', 'Picture8.png', 'Picture7.png']"
8,pakrid,nellby,dingep,makkot,bimdah,sumbark,pakrid makkot nellby bimdah dingep sumbark,correlated,"['pakrid.wav', 'makkot.wav', 'nellby.wav', 'bimdah.wav', 'dingep.wav', 'sumbark.wav']","['Picture9.png', 'Picture10.png', 'Picture5.png']"
9,limeber,pakrid,dingep,makkot,bimdah,sumbark,limeber makkot pakrid bimdah dingep sumbark,correlated,"['limeber.wav', 'makkot.wav', 'pakrid.wav', 'bimdah.wav', 'dingep.wav', 'sumbark.wav']","['Picture3.png', 'Picture9.png', 'Picture5.png']"
10,goorshell,jeelow,barget,makkot,bimdah,sumbark,goorshell makkot jeelow bimdah barget sumbark,correlated,"['goorshell.wav', 'makkot.wav', 'jeelow.wav', 'bimdah.wav', 'barget.wav', 'sumbark.wav']","['Picture7.png', 'Picture8.png', 'Picture2.png']"
11,limeber,goorshell,rakken,makkot,bimdah,sumbark,limeber makkot goorshell bimdah rakken sumbark,correlated,"['limeber.wav', 'makkot.wav', 'goorshell.wav', 'bimdah.wav', 'rakken.wav', 'sumbark.wav']","['Picture3.png', 'Picture7.png', 'Picture1.png']"
12,chelad,jeelow,limeber,makkot,bimdah,sumbark,chelad makkot jeelow bimdah limeber sumbark,correlated,"['chelad.wav', 'makkot.wav', 'jeelow.wav', 'bimdah.wav', 'limeber.wav', 'sumbark.wav']","['Picture6.png', 'Picture8.png', 'Picture3.png']"
13,pakrid,nellby,chelad,makkot,bimdah,sumbark,pakrid makkot nellby bimdah chelad sumbark,correlated,"['pakrid.wav', 'makkot.wav', 'nellby.wav', 'bimdah.wav', 'chelad.wav', 'sumbark.wav']","['Picture9.png', 'Picture10.png', 'Picture6.png']"
14,dingep,rakken,limeber,makkot,bimdah,sumbark,dingep makkot rakken bimdah limeber sumbark,correlated,"['dingep.wav', 'makkot.wav', 'rakken.wav', 'bimdah.wav', 'limeber.wav', 'sumbark.wav']","['Picture5.png', 'Picture1.png', 'Picture3.png']"
15,dingep,fisslin,pakrid,makkot,bimdah,sumbark,dingep makkot fisslin bimdah pakrid sumbark,correlated,"['dingep.wav', 'makkot.wav', 'fisslin.wav', 'bimdah.wav', 'pakrid.wav', 'sumbark.wav']","['Picture5.png', 'Picture4.png', 'Picture9.png']"
16,limeber,goorshell,chelad,makkot,bimdah,sumbark,limeber makkot goorshell bimdah chelad sumbark,correlated,"['limeber.wav', 'makkot.wav', 'goorshell.wav', 'bimdah.wav', 'chelad.wav', 'sumbark.wav']","['Picture3.png', 'Picture7.png', 'Picture6.png']"
17,chelad,rakken,barget,makkot,bimdah,sumbark,chelad makkot rakken bimdah barget sumbark,correlated,"['chelad.wav', 'makkot.wav', 'rakken.wav', 'bimdah.wav', 'barget.wav', 'sumbark.wav']","['Picture6.png', 'Picture1.png', 'Picture2.png']"
18,fisslin,barget,goorshell,makkot,bimdah,sumbark,fisslin makkot barget bimdah goorshell sumbark,correlated,"['fisslin.wav', 'makkot.wav', 'barget.wav', 'bimdah.wav', 'goorshell.wav', 'sumbark.wav']","['Picture4.png', 'Picture2.png', 'Picture7.png']"
19,dingep,nellby,rakken,makkot,bimdah,sumbark,dingep makkot nellby bimdah rakken sumbark,correlated,"['dingep.wav', 'makkot.wav', 'nellby.wav', 'bimdah.wav', 'rakken.wav', 'sumbark.wav']","['Picture5.png', 'Picture10.png', 'Picture1.png']"
20,goorshell,barget,dingep,makkot,bimdah,sumbark,goorshell makkot barget bimdah dingep sumbark,correlated,"['goorshell.wav', 'makkot.wav', 'barget.wav', 'bimdah.wav', 'dingep.wav', 'sumbark.wav']","['Picture7.png', 'Picture2.png', 'Picture5.png']"
1,pakrid,goorshell,limeber,makkot,bimdah,sumbark,pakrid makkot goorshell bimdah limeber sumbark,isolated-left,"['pakrid.wav', 'makkot.wav', 'goorshell.wav', 'bimdah.wav', 'limeber.wav', 'sumbark.wav']","['Picture9.png', 'Picture7.png', 'Picture3.png']"
2,barget,pakrid,nellby,makkot,bimdah,sumbark,barget makkot pakrid bimdah nellby sumbark,isolated-left,"['barget.wav', 'makkot.wav', 'pakrid.wav', 'bimdah.wav', 'nellby.wav', 'sumbark.wav']","['Picture2.png', 'Picture9.png', 'Picture10.png']"
3,rakken,pakrid,fisslin,makkot,bimdah,sumbark,rakken makkot pakrid bimdah fisslin sumbark,isolated-left,"['rakken.wav', 'makkot.wav', 'pakrid.wav', 'bimdah.wav', 'fisslin.wav', 'sumbark.wav']","['Picture1.png', 'Picture9.png', 'Picture4.png']"
4,nellby,fisslin,rakken,makkot,bimdah,sumbark,nellby makkot fisslin bimdah rakken sumbark,isolated-left,"['nellby.wav', 'makkot.wav', 'fisslin.wav', 'bimdah.wav', 'rakken.wav', 'sumbark.wav']","['Picture10.png', 'Picture4.png', 'Picture1.png']"
5,goorshell,fisslin,barget,makkot,bimdah,sumbark,goorshell makkot fisslin bimdah barget sumbark,isolated-left,"['goorshell.wav', 'makkot.wav', 'fisslin.wav', 'bimdah.wav', 'barget.wav', 'sumbark.wav']","['Picture7.png', 'Picture4.png', 'Picture2.png']"
6,rakken,barget,limeber,makkot,sumbark,bimdah,rakken makkot barget sumbark limeber bimdah,isolated-left,"['rakken.wav', 'makkot.wav', 'barget.wav', 'sumbark.wav', 'limeber.wav', 'bimdah.wav']","['Picture1.png', 'Picture2.png', 'Picture3.png']"
7,chelad,jeelow,goorshell,makkot,sumbark,bimdah,chelad makkot jeelow sumbark goorshell bimdah,isolated-left,"['chelad.wav', 'makkot.wav', 'jeelow.wav', 'sumbark.wav', 'goorshell.wav', 'bimdah.wav']","['Picture6.png', 'Picture8.png', 'Picture7.png']"
8,pakrid,nellby,dingep,makkot,sumbark,bimdah,pakrid makkot nellby sumbark dingep bimdah,isolated-left,"['pakrid.wav', 'makkot.wav', 'nellby.wav', 'sumbark.wav', 'dingep.wav', 'bimdah.wav']","['Picture9.png', 'Picture10.png', 'Picture5.png']"
9,limeber,pakrid,dingep,makkot,sumbark,bimdah,limeber makkot pakrid sumbark dingep bimdah,isolated-left,"['limeber.wav', 'makkot.wav', 'pakrid.wav', 'sumbark.wav', 'dingep.wav', 'bimdah.wav']","['Picture3.png', 'Picture9.png', 'Picture5.png']"
10,goorshell,jeelow,barget,makkot,sumbark,bimdah,goorshell makkot jeelow sumbark barget bimdah,isolated-left,"['goorshell.wav', 'makkot.wav', 'jeelow.wav', 'sumbark.wav', 'barget.wav', 'bimdah.wav']","['Picture7.png', 'Picture8.png', 'Picture2.png']"
11,limeber,goorshell,rakken,makkot,sumbark,bimdah,limeber makkot goorshell sumbark rakken bimdah,isolated-left,"['limeber.wav', 'makkot.wav', 'goorshell.wav', 'sumbark.wav', 'rakken.wav', 'bimdah.wav']","['Picture3.png', 'Picture7.png', 'Picture1.png']"
12,chelad,jeelow,limeber,makkot,sumbark,bimdah,chelad makkot jeelow sumbark limeber bimdah,isolated-left,"['chelad.wav', 'makkot.wav', 'jeelow.wav', 'sumbark.wav', 'limeber.wav', 'bimdah.wav']","['Picture6.png', 'Picture8.png', 'Picture3.png']"
13,pakrid,nellby,chelad,makkot,bimdah,sumbark,pakrid makkot nellby bimdah chelad sumbark,isolated-left,"['pakrid.wav', 'makkot.wav', 'nellby.wav', 'bimdah.wav', 'chelad.wav', 'sumbark.wav']","['Picture9.png', 'Picture10.png', 'Picture6.png']"
14,dingep,rakken,limeber,makkot,sumbark,bimdah,dingep makkot rakken sumbark limeber bimdah,isolated-left,"['dingep.wav', 'makkot.wav', 'rakken.wav', 'sumbark.wav', 'limeber.wav', 'bimdah.wav']","['Picture5.png', 'Picture1.png', 'Picture3.png']"
15,dingep,fisslin,pakrid,makkot,sumbark,bimdah,dingep makkot fisslin sumbark pakrid bimdah,isolated-left,"['dingep.wav', 'makkot.wav', 'fisslin.wav', 'sumbark.wav', 'pakrid.wav', 'bimdah.wav']","['Picture5.png', 'Picture4.png', 'Picture9.png']"
16,limeber,goorshell,chelad,makkot,bimdah,sumbark,limeber makkot goorshell bimdah chelad sumbark,isolated-left,"['limeber.wav', 'makkot.wav', 'goorshell.wav', 'bimdah.wav', 'chelad.wav', 'sumbark.wav']","['Picture3.png', 'Picture7.png', 'Picture6.png']"
17,chelad,rakken,barget,makkot,sumbark,bimdah,chelad makkot rakken sumbark barget bimdah,isolated-left,"['chelad.wav', 'makkot.wav', 'rakken.wav', 'sumbark.wav', 'barget.wav', 'bimdah.wav']","['Picture6.png', 'Picture1.png', 'Picture2.png']"
18,fisslin,barget,goorshell,makkot,bimdah,sumbark,fisslin makkot barget bimdah goorshell sumbark,isolated-left,"['fisslin.wav', 'makkot.wav', 'barget.wav', 'bimdah.wav', 'goorshell.wav', 'sumbark.wav']","['Picture4.png', 'Picture2.png', 'Picture7.png']"
19,dingep,nellby,rakken,makkot,bimdah,sumbark,dingep makkot nellby bimdah rakken sumbark,isolated-left,"['dingep.wav', 'makkot.wav', 'nellby.wav', 'bimdah.wav', 'rakken.wav', 'sumbark.wav']","['Picture5.png', 'Picture10.png', 'Picture1.png']"
20,goorshell,barget,dingep,makkot,bimdah,sumbark,goorshell makkot barget bimdah dingep sumbark,isolated-left,"['goorshell.wav', 'makkot.wav', 'barget.wav', 'bimdah.wav', 'dingep.wav', 'sumbark.wav']","['Picture7.png', 'Picture2.png', 'Picture5.png']"
