trial,item1,item2,item3,casemarker1,casemarker2,casemarker3,final,condition,audio_sequence,image_sequence
22,dingep,fisslin,limeber,chelad,sumbark,barget,dingep chelad fisslin sumbark limeber barget,isolated-left,"['dingep.wav', 'chelad.wav', 'fisslin.wav', 'sumbark.wav', 'limeber.wav', 'barget.wav']","['Picture8.png', 'Picture10.png', 'Picture7.png']"
23,goorshell,dingep,bimdah,chelad,sumbark,barget,goorshell chelad dingep sumbark bimdah barget,isolated-left,"['goorshell.wav', 'chelad.wav', 'dingep.wav', 'sumbark.wav', 'bimdah.wav', 'barget.wav']","['Picture3.png', 'Picture8.png', 'Picture9.png']"
24,goorshell,rakken,limeber,chelad,barget,sumbark,goorshell chelad rakken barget limeber sumbark,isolated-left,"['goorshell.wav', 'chelad.wav', 'rakken.wav', 'barget.wav', 'limeber.wav', 'sumbark.wav']","['Picture3.png', 'Picture6.png', 'Picture7.png']"
25,goorshell,bimdah,jeelow,chelad,sumbark,barget,goorshell chelad bimdah sumbark jeelow barget,isolated-left,"['goorshell.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'jeelow.wav', 'barget.wav']","['Picture3.png', 'Picture9.png', 'Picture2.png']"
26,pakrid,limeber,bimdah,chelad,sumbark,barget,pakrid chelad limeber sumbark bimdah barget,isolated-left,"['pakrid.wav', 'chelad.wav', 'limeber.wav', 'sumbark.wav', 'bimdah.wav', 'barget.wav']","['Picture5.png', 'Picture7.png', 'Picture9.png']"
27,fisslin,nellby,bimdah,chelad,sumbark,barget,fisslin chelad nellby sumbark bimdah barget,isolated-left,"['fisslin.wav', 'chelad.wav', 'nellby.wav', 'sumbark.wav', 'bimdah.wav', 'barget.wav']","['Picture10.png', 'Picture1.png', 'Picture9.png']"
28,bimdah,fisslin,pakrid,chelad,barget,sumbark,bimdah chelad fisslin barget pakrid sumbark,isolated-left,"['bimdah.wav', 'chelad.wav', 'fisslin.wav', 'barget.wav', 'pakrid.wav', 'sumbark.wav']","['Picture9.png', 'Picture10.png', 'Picture5.png']"
29,haagle,nellby,jeelow,chelad,barget,sumbark,haagle chelad nellby barget jeelow sumbark,isolated-left,"['haagle.wav', 'chelad.wav', 'nellby.wav', 'barget.wav', 'jeelow.wav', 'sumbark.wav']","['Picture4.png', 'Picture1.png', 'Picture2.png']"
30,rakken,limeber,dingep,chelad,barget,sumbark,rakken chelad limeber barget dingep sumbark,isolated-left,"['rakken.wav', 'chelad.wav', 'limeber.wav', 'barget.wav', 'dingep.wav', 'sumbark.wav']","['Picture6.png', 'Picture7.png', 'Picture8.png']"
31,jeelow,dingep,limeber,chelad,barget,sumbark,jeelow chelad dingep barget limeber sumbark,isolated-left,"['jeelow.wav', 'chelad.wav', 'dingep.wav', 'barget.wav', 'limeber.wav', 'sumbark.wav']","['Picture2.png', 'Picture8.png', 'Picture7.png']"
32,bimdah,nellby,fisslin,chelad,sumbark,barget,bimdah chelad nellby sumbark fisslin barget,isolated-left,"['bimdah.wav', 'chelad.wav', 'nellby.wav', 'sumbark.wav', 'fisslin.wav', 'barget.wav']","['Picture9.png', 'Picture1.png', 'Picture10.png']"
33,rakken,nellby,limeber,chelad,sumbark,barget,rakken chelad nellby sumbark limeber barget,isolated-left,"['rakken.wav', 'chelad.wav', 'nellby.wav', 'sumbark.wav', 'limeber.wav', 'barget.wav']","['Picture6.png', 'Picture1.png', 'Picture7.png']"
34,limeber,dingep,goorshell,chelad,barget,sumbark,limeber chelad dingep barget goorshell sumbark,isolated-left,"['limeber.wav', 'chelad.wav', 'dingep.wav', 'barget.wav', 'goorshell.wav', 'sumbark.wav']","['Picture7.png', 'Picture8.png', 'Picture3.png']"
35,nellby,rakken,goorshell,chelad,barget,sumbark,nellby chelad rakken barget goorshell sumbark,isolated-left,"['nellby.wav', 'chelad.wav', 'rakken.wav', 'barget.wav', 'goorshell.wav', 'sumbark.wav']","['Picture1.png', 'Picture6.png', 'Picture3.png']"
36,rakken,limeber,haagle,chelad,sumbark,barget,rakken chelad limeber sumbark haagle barget,isolated-left,"['rakken.wav', 'chelad.wav', 'limeber.wav', 'sumbark.wav', 'haagle.wav', 'barget.wav']","['Picture6.png', 'Picture7.png', 'Picture4.png']"
37,pakrid,haagle,jeelow,chelad,barget,sumbark,pakrid chelad haagle barget jeelow sumbark,isolated-left,"['pakrid.wav', 'chelad.wav', 'haagle.wav', 'barget.wav', 'jeelow.wav', 'sumbark.wav']","['Picture5.png', 'Picture4.png', 'Picture2.png']"
38,fisslin,pakrid,goorshell,chelad,barget,sumbark,fisslin chelad pakrid barget goorshell sumbark,isolated-left,"['fisslin.wav', 'chelad.wav', 'pakrid.wav', 'barget.wav', 'goorshell.wav', 'sumbark.wav']","['Picture10.png', 'Picture5.png', 'Picture3.png']"
39,rakken,jeelow,goorshell,chelad,sumbark,barget,rakken chelad jeelow sumbark goorshell barget,isolated-left,"['rakken.wav', 'chelad.wav', 'jeelow.wav', 'sumbark.wav', 'goorshell.wav', 'barget.wav']","['Picture6.png', 'Picture2.png', 'Picture3.png']"
40,goorshell,bimdah,fisslin,chelad,barget,sumbark,goorshell chelad bimdah barget fisslin sumbark,isolated-left,"['goorshell.wav', 'chelad.wav', 'bimdah.wav', 'barget.wav', 'fisslin.wav', 'sumbark.wav']","['Picture3.png', 'Picture9.png', 'Picture10.png']"
41,nellby,jeelow,bimdah,chelad,sumbark,barget,nellby chelad jeelow sumbark bimdah barget,isolated-left,"['nellby.wav', 'chelad.wav', 'jeelow.wav', 'sumbark.wav', 'bimdah.wav', 'barget.wav']","['Picture1.png', 'Picture2.png', 'Picture9.png']"
42,haagle,pakrid,dingep,chelad,sumbark,barget,haagle chelad pakrid sumbark dingep barget,isolated-left,"['haagle.wav', 'chelad.wav', 'pakrid.wav', 'sumbark.wav', 'dingep.wav', 'barget.wav']","['Picture4.png', 'Picture5.png', 'Picture8.png']"
43,rakken,dingep,nellby,chelad,sumbark,barget,rakken chelad dingep sumbark nellby barget,isolated-left,"['rakken.wav', 'chelad.wav', 'dingep.wav', 'sumbark.wav', 'nellby.wav', 'barget.wav']","['Picture6.png', 'Picture8.png', 'Picture1.png']"
44,pakrid,limeber,dingep,chelad,sumbark,barget,pakrid chelad limeber sumbark dingep barget,isolated-left,"['pakrid.wav', 'chelad.wav', 'limeber.wav', 'sumbark.wav', 'dingep.wav', 'barget.wav']","['Picture5.png', 'Picture7.png', 'Picture8.png']"
45,bimdah,dingep,pakrid,chelad,barget,sumbark,bimdah chelad dingep barget pakrid sumbark,isolated-left,"['bimdah.wav', 'chelad.wav', 'dingep.wav', 'barget.wav', 'pakrid.wav', 'sumbark.wav']","['Picture9.png', 'Picture8.png', 'Picture5.png']"
46,goorshell,jeelow,fisslin,chelad,sumbark,barget,goorshell chelad jeelow sumbark fisslin barget,isolated-left,"['goorshell.wav', 'chelad.wav', 'jeelow.wav', 'sumbark.wav', 'fisslin.wav', 'barget.wav']","['Picture3.png', 'Picture2.png', 'Picture10.png']"
47,nellby,fisslin,dingep,chelad,barget,sumbark,nellby chelad fisslin barget dingep sumbark,isolated-left,"['nellby.wav', 'chelad.wav', 'fisslin.wav', 'barget.wav', 'dingep.wav', 'sumbark.wav']","['Picture1.png', 'Picture10.png', 'Picture8.png']"
48,pakrid,goorshell,rakken,chelad,sumbark,barget,pakrid chelad goorshell sumbark rakken barget,isolated-left,"['pakrid.wav', 'chelad.wav', 'goorshell.wav', 'sumbark.wav', 'rakken.wav', 'barget.wav']","['Picture5.png', 'Picture3.png', 'Picture6.png']"
49,haagle,bimdah,nellby,chelad,barget,sumbark,haagle chelad bimdah barget nellby sumbark,isolated-left,"['haagle.wav', 'chelad.wav', 'bimdah.wav', 'barget.wav', 'nellby.wav', 'sumbark.wav']","['Picture4.png', 'Picture9.png', 'Picture1.png']"
50,jeelow,nellby,rakken,chelad,barget,sumbark,jeelow chelad nellby barget rakken sumbark,isolated-left,"['jeelow.wav', 'chelad.wav', 'nellby.wav', 'barget.wav', 'rakken.wav', 'sumbark.wav']","['Picture2.png', 'Picture1.png', 'Picture6.png']"
51,limeber,bimdah,fisslin,chelad,barget,sumbark,limeber chelad bimdah barget fisslin sumbark,isolated-left,"['limeber.wav', 'chelad.wav', 'bimdah.wav', 'barget.wav', 'fisslin.wav', 'sumbark.wav']","['Picture7.png', 'Picture9.png', 'Picture10.png']"
52,limeber,nellby,goorshell,chelad,barget,sumbark,limeber chelad nellby barget goorshell sumbark,isolated-left,"['limeber.wav', 'chelad.wav', 'nellby.wav', 'barget.wav', 'goorshell.wav', 'sumbark.wav']","['Picture7.png', 'Picture1.png', 'Picture3.png']"
53,jeelow,dingep,goorshell,chelad,barget,sumbark,jeelow chelad dingep barget goorshell sumbark,isolated-left,"['jeelow.wav', 'chelad.wav', 'dingep.wav', 'barget.wav', 'goorshell.wav', 'sumbark.wav']","['Picture2.png', 'Picture8.png', 'Picture3.png']"
54,bimdah,limeber,haagle,chelad,barget,sumbark,bimdah chelad limeber barget haagle sumbark,isolated-left,"['bimdah.wav', 'chelad.wav', 'limeber.wav', 'barget.wav', 'haagle.wav', 'sumbark.wav']","['Picture9.png', 'Picture7.png', 'Picture4.png']"
55,jeelow,fisslin,pakrid,chelad,barget,sumbark,jeelow chelad fisslin barget pakrid sumbark,isolated-left,"['jeelow.wav', 'chelad.wav', 'fisslin.wav', 'barget.wav', 'pakrid.wav', 'sumbark.wav']","['Picture2.png', 'Picture10.png', 'Picture5.png']"
56,pakrid,fisslin,nellby,chelad,barget,sumbark,pakrid chelad fisslin barget nellby sumbark,isolated-left,"['pakrid.wav', 'chelad.wav', 'fisslin.wav', 'barget.wav', 'nellby.wav', 'sumbark.wav']","['Picture5.png', 'Picture10.png', 'Picture1.png']"
57,bimdah,jeelow,nellby,chelad,sumbark,barget,bimdah chelad jeelow sumbark nellby barget,isolated-left,"['bimdah.wav', 'chelad.wav', 'jeelow.wav', 'sumbark.wav', 'nellby.wav', 'barget.wav']","['Picture9.png', 'Picture2.png', 'Picture1.png']"
58,pakrid,dingep,limeber,chelad,barget,sumbark,pakrid chelad dingep barget limeber sumbark,isolated-left,"['pakrid.wav', 'chelad.wav', 'dingep.wav', 'barget.wav', 'limeber.wav', 'sumbark.wav']","['Picture5.png', 'Picture8.png', 'Picture7.png']"
59,pakrid,fisslin,dingep,chelad,sumbark,barget,pakrid chelad fisslin sumbark dingep barget,isolated-left,"['pakrid.wav', 'chelad.wav', 'fisslin.wav', 'sumbark.wav', 'dingep.wav', 'barget.wav']","['Picture5.png', 'Picture10.png', 'Picture8.png']"
60,rakken,goorshell,nellby,chelad,sumbark,barget,rakken chelad goorshell sumbark nellby barget,isolated-left,"['rakken.wav', 'chelad.wav', 'goorshell.wav', 'sumbark.wav', 'nellby.wav', 'barget.wav']","['Picture6.png', 'Picture3.png', 'Picture1.png']"
61,goorshell,bimdah,pakrid,chelad,barget,sumbark,goorshell chelad bimdah barget pakrid sumbark,isolated-left,"['goorshell.wav', 'chelad.wav', 'bimdah.wav', 'barget.wav', 'pakrid.wav', 'sumbark.wav']","['Picture3.png', 'Picture9.png', 'Picture5.png']"
62,rakken,nellby,pakrid,chelad,sumbark,barget,rakken chelad nellby sumbark pakrid barget,isolated-left,"['rakken.wav', 'chelad.wav', 'nellby.wav', 'sumbark.wav', 'pakrid.wav', 'barget.wav']","['Picture6.png', 'Picture1.png', 'Picture5.png']"
63,pakrid,nellby,bimdah,chelad,sumbark,barget,pakrid chelad nellby sumbark bimdah barget,isolated-left,"['pakrid.wav', 'chelad.wav', 'nellby.wav', 'sumbark.wav', 'bimdah.wav', 'barget.wav']","['Picture5.png', 'Picture1.png', 'Picture9.png']"
64,rakken,limeber,jeelow,chelad,barget,sumbark,rakken chelad limeber barget jeelow sumbark,isolated-left,"['rakken.wav', 'chelad.wav', 'limeber.wav', 'barget.wav', 'jeelow.wav', 'sumbark.wav']","['Picture6.png', 'Picture7.png', 'Picture2.png']"
65,dingep,rakken,jeelow,chelad,barget,sumbark,dingep chelad rakken barget jeelow sumbark,isolated-left,"['dingep.wav', 'chelad.wav', 'rakken.wav', 'barget.wav', 'jeelow.wav', 'sumbark.wav']","['Picture8.png', 'Picture6.png', 'Picture2.png']"
66,jeelow,bimdah,nellby,chelad,sumbark,barget,jeelow chelad bimdah sumbark nellby barget,isolated-left,"['jeelow.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'nellby.wav', 'barget.wav']","['Picture2.png', 'Picture9.png', 'Picture1.png']"
67,jeelow,limeber,fisslin,chelad,barget,sumbark,jeelow chelad limeber barget fisslin sumbark,isolated-left,"['jeelow.wav', 'chelad.wav', 'limeber.wav', 'barget.wav', 'fisslin.wav', 'sumbark.wav']","['Picture2.png', 'Picture7.png', 'Picture10.png']"
68,goorshell,bimdah,nellby,chelad,sumbark,barget,goorshell chelad bimdah sumbark nellby barget,isolated-left,"['goorshell.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'nellby.wav', 'barget.wav']","['Picture3.png', 'Picture9.png', 'Picture1.png']"
69,haagle,dingep,pakrid,chelad,barget,sumbark,haagle chelad dingep barget pakrid sumbark,isolated-left,"['haagle.wav', 'chelad.wav', 'dingep.wav', 'barget.wav', 'pakrid.wav', 'sumbark.wav']","['Picture4.png', 'Picture8.png', 'Picture5.png']"
70,jeelow,bimdah,rakken,chelad,sumbark,barget,jeelow chelad bimdah sumbark rakken barget,isolated-left,"['jeelow.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'rakken.wav', 'barget.wav']","['Picture2.png', 'Picture9.png', 'Picture6.png']"
71,fisslin,limeber,pakrid,chelad,barget,sumbark,fisslin chelad limeber barget pakrid sumbark,isolated-left,"['fisslin.wav', 'chelad.wav', 'limeber.wav', 'barget.wav', 'pakrid.wav', 'sumbark.wav']","['Picture10.png', 'Picture7.png', 'Picture5.png']"
72,haagle,dingep,jeelow,chelad,sumbark,barget,haagle chelad dingep sumbark jeelow barget,isolated-left,"['haagle.wav', 'chelad.wav', 'dingep.wav', 'sumbark.wav', 'jeelow.wav', 'barget.wav']","['Picture4.png', 'Picture8.png', 'Picture2.png']"
73,goorshell,bimdah,dingep,chelad,barget,sumbark,goorshell chelad bimdah barget dingep sumbark,isolated-left,"['goorshell.wav', 'chelad.wav', 'bimdah.wav', 'barget.wav', 'dingep.wav', 'sumbark.wav']","['Picture3.png', 'Picture9.png', 'Picture8.png']"
74,fisslin,haagle,jeelow,chelad,sumbark,barget,fisslin chelad haagle sumbark jeelow barget,isolated-left,"['fisslin.wav', 'chelad.wav', 'haagle.wav', 'sumbark.wav', 'jeelow.wav', 'barget.wav']","['Picture10.png', 'Picture4.png', 'Picture2.png']"
75,limeber,pakrid,nellby,chelad,barget,sumbark,limeber chelad pakrid barget nellby sumbark,isolated-left,"['limeber.wav', 'chelad.wav', 'pakrid.wav', 'barget.wav', 'nellby.wav', 'sumbark.wav']","['Picture7.png', 'Picture5.png', 'Picture1.png']"
76,pakrid,rakken,dingep,chelad,barget,sumbark,pakrid chelad rakken barget dingep sumbark,isolated-left,"['pakrid.wav', 'chelad.wav', 'rakken.wav', 'barget.wav', 'dingep.wav', 'sumbark.wav']","['Picture5.png', 'Picture6.png', 'Picture8.png']"
77,limeber,jeelow,pakrid,chelad,sumbark,barget,limeber chelad jeelow sumbark pakrid barget,isolated-left,"['limeber.wav', 'chelad.wav', 'jeelow.wav', 'sumbark.wav', 'pakrid.wav', 'barget.wav']","['Picture7.png', 'Picture2.png', 'Picture5.png']"
78,fisslin,limeber,goorshell,chelad,barget,sumbark,fisslin chelad limeber barget goorshell sumbark,isolated-left,"['fisslin.wav', 'chelad.wav', 'limeber.wav', 'barget.wav', 'goorshell.wav', 'sumbark.wav']","['Picture10.png', 'Picture7.png', 'Picture3.png']"
79,fisslin,rakken,goorshell,chelad,barget,sumbark,fisslin chelad rakken barget goorshell sumbark,isolated-left,"['fisslin.wav', 'chelad.wav', 'rakken.wav', 'barget.wav', 'goorshell.wav', 'sumbark.wav']","['Picture10.png', 'Picture6.png', 'Picture3.png']"
80,rakken,haagle,goorshell,chelad,sumbark,barget,rakken chelad haagle sumbark goorshell barget,isolated-left,"['rakken.wav', 'chelad.wav', 'haagle.wav', 'sumbark.wav', 'goorshell.wav', 'barget.wav']","['Picture6.png', 'Picture4.png', 'Picture3.png']"
1,rakken,nellby,dingep,barget,sumbark,chelad,rakken barget nellby sumbark dingep chelad,isolated-center,"['rakken.wav', 'barget.wav', 'nellby.wav', 'sumbark.wav', 'dingep.wav', 'chelad.wav']","['Picture6.png', 'Picture1.png', 'Picture8.png']"
2,dingep,pakrid,bimdah,barget,sumbark,chelad,dingep barget pakrid sumbark bimdah chelad,isolated-center,"['dingep.wav', 'barget.wav', 'pakrid.wav', 'sumbark.wav', 'bimdah.wav', 'chelad.wav']","['Picture8.png', 'Picture5.png', 'Picture9.png']"
3,pakrid,dingep,fisslin,barget,sumbark,chelad,pakrid barget dingep sumbark fisslin chelad,isolated-center,"['pakrid.wav', 'barget.wav', 'dingep.wav', 'sumbark.wav', 'fisslin.wav', 'chelad.wav']","['Picture5.png', 'Picture8.png', 'Picture10.png']"
4,rakken,bimdah,pakrid,barget,sumbark,chelad,rakken barget bimdah sumbark pakrid chelad,isolated-center,"['rakken.wav', 'barget.wav', 'bimdah.wav', 'sumbark.wav', 'pakrid.wav', 'chelad.wav']","['Picture6.png', 'Picture9.png', 'Picture5.png']"
5,haagle,fisslin,nellby,barget,sumbark,chelad,haagle barget fisslin sumbark nellby chelad,isolated-center,"['haagle.wav', 'barget.wav', 'fisslin.wav', 'sumbark.wav', 'nellby.wav', 'chelad.wav']","['Picture4.png', 'Picture10.png', 'Picture1.png']"
6,dingep,haagle,bimdah,barget,sumbark,chelad,dingep barget haagle sumbark bimdah chelad,isolated-center,"['dingep.wav', 'barget.wav', 'haagle.wav', 'sumbark.wav', 'bimdah.wav', 'chelad.wav']","['Picture8.png', 'Picture4.png', 'Picture9.png']"
7,limeber,bimdah,dingep,barget,sumbark,chelad,limeber barget bimdah sumbark dingep chelad,isolated-center,"['limeber.wav', 'barget.wav', 'bimdah.wav', 'sumbark.wav', 'dingep.wav', 'chelad.wav']","['Picture7.png', 'Picture9.png', 'Picture8.png']"
8,rakken,limeber,bimdah,chelad,sumbark,barget,rakken chelad limeber sumbark bimdah barget,isolated-center,"['rakken.wav', 'chelad.wav', 'limeber.wav', 'sumbark.wav', 'bimdah.wav', 'barget.wav']","['Picture6.png', 'Picture7.png', 'Picture9.png']"
9,jeelow,nellby,bimdah,chelad,sumbark,barget,jeelow chelad nellby sumbark bimdah barget,isolated-center,"['jeelow.wav', 'chelad.wav', 'nellby.wav', 'sumbark.wav', 'bimdah.wav', 'barget.wav']","['Picture2.png', 'Picture1.png', 'Picture9.png']"
10,rakken,bimdah,goorshell,barget,sumbark,chelad,rakken barget bimdah sumbark goorshell chelad,isolated-center,"['rakken.wav', 'barget.wav', 'bimdah.wav', 'sumbark.wav', 'goorshell.wav', 'chelad.wav']","['Picture6.png', 'Picture9.png', 'Picture3.png']"
11,bimdah,nellby,pakrid,chelad,sumbark,barget,bimdah chelad nellby sumbark pakrid barget,isolated-center,"['bimdah.wav', 'chelad.wav', 'nellby.wav', 'sumbark.wav', 'pakrid.wav', 'barget.wav']","['Picture9.png', 'Picture1.png', 'Picture5.png']"
12,pakrid,bimdah,jeelow,barget,sumbark,chelad,pakrid barget bimdah sumbark jeelow chelad,isolated-center,"['pakrid.wav', 'barget.wav', 'bimdah.wav', 'sumbark.wav', 'jeelow.wav', 'chelad.wav']","['Picture5.png', 'Picture9.png', 'Picture2.png']"
13,bimdah,dingep,jeelow,chelad,sumbark,barget,bimdah chelad dingep sumbark jeelow barget,isolated-center,"['bimdah.wav', 'chelad.wav', 'dingep.wav', 'sumbark.wav', 'jeelow.wav', 'barget.wav']","['Picture9.png', 'Picture8.png', 'Picture2.png']"
14,goorshell,rakken,jeelow,barget,sumbark,chelad,goorshell barget rakken sumbark jeelow chelad,isolated-center,"['goorshell.wav', 'barget.wav', 'rakken.wav', 'sumbark.wav', 'jeelow.wav', 'chelad.wav']","['Picture3.png', 'Picture6.png', 'Picture2.png']"
15,bimdah,haagle,fisslin,barget,sumbark,chelad,bimdah barget haagle sumbark fisslin chelad,isolated-center,"['bimdah.wav', 'barget.wav', 'haagle.wav', 'sumbark.wav', 'fisslin.wav', 'chelad.wav']","['Picture9.png', 'Picture4.png', 'Picture10.png']"
16,goorshell,fisslin,bimdah,chelad,sumbark,barget,goorshell chelad fisslin sumbark bimdah barget,isolated-center,"['goorshell.wav', 'chelad.wav', 'fisslin.wav', 'sumbark.wav', 'bimdah.wav', 'barget.wav']","['Picture3.png', 'Picture10.png', 'Picture9.png']"
17,bimdah,limeber,dingep,barget,sumbark,chelad,bimdah barget limeber sumbark dingep chelad,isolated-center,"['bimdah.wav', 'barget.wav', 'limeber.wav', 'sumbark.wav', 'dingep.wav', 'chelad.wav']","['Picture9.png', 'Picture7.png', 'Picture8.png']"
18,haagle,fisslin,bimdah,chelad,sumbark,barget,haagle chelad fisslin sumbark bimdah barget,isolated-center,"['haagle.wav', 'chelad.wav', 'fisslin.wav', 'sumbark.wav', 'bimdah.wav', 'barget.wav']","['Picture4.png', 'Picture10.png', 'Picture9.png']"
19,nellby,limeber,pakrid,barget,sumbark,chelad,nellby barget limeber sumbark pakrid chelad,isolated-center,"['nellby.wav', 'barget.wav', 'limeber.wav', 'sumbark.wav', 'pakrid.wav', 'chelad.wav']","['Picture1.png', 'Picture7.png', 'Picture5.png']"
20,nellby,jeelow,rakken,chelad,sumbark,barget,nellby chelad jeelow sumbark rakken barget,isolated-center,"['nellby.wav', 'chelad.wav', 'jeelow.wav', 'sumbark.wav', 'rakken.wav', 'barget.wav']","['Picture1.png', 'Picture2.png', 'Picture6.png']"
21,pakrid,fisslin,jeelow,chelad,sumbark,barget,pakrid chelad fisslin sumbark jeelow barget,isolated-center,"['pakrid.wav', 'chelad.wav', 'fisslin.wav', 'sumbark.wav', 'jeelow.wav', 'barget.wav']","['Picture5.png', 'Picture10.png', 'Picture2.png']"
22,dingep,fisslin,limeber,chelad,sumbark,barget,dingep chelad fisslin sumbark limeber barget,isolated-center,"['dingep.wav', 'chelad.wav', 'fisslin.wav', 'sumbark.wav', 'limeber.wav', 'barget.wav']","['Picture8.png', 'Picture10.png', 'Picture7.png']"
23,goorshell,dingep,bimdah,chelad,sumbark,barget,goorshell chelad dingep sumbark bimdah barget,isolated-center,"['goorshell.wav', 'chelad.wav', 'dingep.wav', 'sumbark.wav', 'bimdah.wav', 'barget.wav']","['Picture3.png', 'Picture8.png', 'Picture9.png']"
24,goorshell,rakken,limeber,barget,sumbark,chelad,goorshell barget rakken sumbark limeber chelad,isolated-center,"['goorshell.wav', 'barget.wav', 'rakken.wav', 'sumbark.wav', 'limeber.wav', 'chelad.wav']","['Picture3.png', 'Picture6.png', 'Picture7.png']"
25,goorshell,bimdah,jeelow,barget,sumbark,chelad,goorshell barget bimdah sumbark jeelow chelad,isolated-center,"['goorshell.wav', 'barget.wav', 'bimdah.wav', 'sumbark.wav', 'jeelow.wav', 'chelad.wav']","['Picture3.png', 'Picture9.png', 'Picture2.png']"
26,pakrid,limeber,bimdah,chelad,sumbark,barget,pakrid chelad limeber sumbark bimdah barget,isolated-center,"['pakrid.wav', 'chelad.wav', 'limeber.wav', 'sumbark.wav', 'bimdah.wav', 'barget.wav']","['Picture5.png', 'Picture7.png', 'Picture9.png']"
27,fisslin,nellby,bimdah,barget,sumbark,chelad,fisslin barget nellby sumbark bimdah chelad,isolated-center,"['fisslin.wav', 'barget.wav', 'nellby.wav', 'sumbark.wav', 'bimdah.wav', 'chelad.wav']","['Picture10.png', 'Picture1.png', 'Picture9.png']"
28,bimdah,fisslin,pakrid,chelad,sumbark,barget,bimdah chelad fisslin sumbark pakrid barget,isolated-center,"['bimdah.wav', 'chelad.wav', 'fisslin.wav', 'sumbark.wav', 'pakrid.wav', 'barget.wav']","['Picture9.png', 'Picture10.png', 'Picture5.png']"
29,haagle,nellby,jeelow,barget,sumbark,chelad,haagle barget nellby sumbark jeelow chelad,isolated-center,"['haagle.wav', 'barget.wav', 'nellby.wav', 'sumbark.wav', 'jeelow.wav', 'chelad.wav']","['Picture4.png', 'Picture1.png', 'Picture2.png']"
30,rakken,limeber,dingep,barget,sumbark,chelad,rakken barget limeber sumbark dingep chelad,isolated-center,"['rakken.wav', 'barget.wav', 'limeber.wav', 'sumbark.wav', 'dingep.wav', 'chelad.wav']","['Picture6.png', 'Picture7.png', 'Picture8.png']"
31,jeelow,dingep,limeber,chelad,sumbark,barget,jeelow chelad dingep sumbark limeber barget,isolated-center,"['jeelow.wav', 'chelad.wav', 'dingep.wav', 'sumbark.wav', 'limeber.wav', 'barget.wav']","['Picture2.png', 'Picture8.png', 'Picture7.png']"
32,bimdah,nellby,fisslin,chelad,sumbark,barget,bimdah chelad nellby sumbark fisslin barget,isolated-center,"['bimdah.wav', 'chelad.wav', 'nellby.wav', 'sumbark.wav', 'fisslin.wav', 'barget.wav']","['Picture9.png', 'Picture1.png', 'Picture10.png']"
33,rakken,nellby,limeber,barget,sumbark,chelad,rakken barget nellby sumbark limeber chelad,isolated-center,"['rakken.wav', 'barget.wav', 'nellby.wav', 'sumbark.wav', 'limeber.wav', 'chelad.wav']","['Picture6.png', 'Picture1.png', 'Picture7.png']"
34,limeber,dingep,goorshell,barget,sumbark,chelad,limeber barget dingep sumbark goorshell chelad,isolated-center,"['limeber.wav', 'barget.wav', 'dingep.wav', 'sumbark.wav', 'goorshell.wav', 'chelad.wav']","['Picture7.png', 'Picture8.png', 'Picture3.png']"
35,nellby,rakken,goorshell,barget,sumbark,chelad,nellby barget rakken sumbark goorshell chelad,isolated-center,"['nellby.wav', 'barget.wav', 'rakken.wav', 'sumbark.wav', 'goorshell.wav', 'chelad.wav']","['Picture1.png', 'Picture6.png', 'Picture3.png']"
36,rakken,limeber,haagle,chelad,sumbark,barget,rakken chelad limeber sumbark haagle barget,isolated-center,"['rakken.wav', 'chelad.wav', 'limeber.wav', 'sumbark.wav', 'haagle.wav', 'barget.wav']","['Picture6.png', 'Picture7.png', 'Picture4.png']"
37,pakrid,haagle,jeelow,chelad,sumbark,barget,pakrid chelad haagle sumbark jeelow barget,isolated-center,"['pakrid.wav', 'chelad.wav', 'haagle.wav', 'sumbark.wav', 'jeelow.wav', 'barget.wav']","['Picture5.png', 'Picture4.png', 'Picture2.png']"
38,fisslin,pakrid,goorshell,chelad,sumbark,barget,fisslin chelad pakrid sumbark goorshell barget,isolated-center,"['fisslin.wav', 'chelad.wav', 'pakrid.wav', 'sumbark.wav', 'goorshell.wav', 'barget.wav']","['Picture10.png', 'Picture5.png', 'Picture3.png']"
39,rakken,jeelow,goorshell,chelad,sumbark,barget,rakken chelad jeelow sumbark goorshell barget,isolated-center,"['rakken.wav', 'chelad.wav', 'jeelow.wav', 'sumbark.wav', 'goorshell.wav', 'barget.wav']","['Picture6.png', 'Picture2.png', 'Picture3.png']"
40,goorshell,bimdah,fisslin,chelad,sumbark,barget,goorshell chelad bimdah sumbark fisslin barget,isolated-center,"['goorshell.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'fisslin.wav', 'barget.wav']","['Picture3.png', 'Picture9.png', 'Picture10.png']"
41,nellby,jeelow,bimdah,barget,sumbark,chelad,nellby barget jeelow sumbark bimdah chelad,isolated-center,"['nellby.wav', 'barget.wav', 'jeelow.wav', 'sumbark.wav', 'bimdah.wav', 'chelad.wav']","['Picture1.png', 'Picture2.png', 'Picture9.png']"
